title,location,district_clean,category,price_numeric,land_area_sqft,bedrooms,bathrooms,price_per_sqft,bed_bath_ratio,is_bungalow,is_villa,mentions_bhk,source,tokens,tokens_text,num_tokens
"Residential house for sale in Hattigauda, Budhanilkantha","Hattigaunda, Kathmandu",Kathmandu,House,36500000.0,2121.9500000000003,4.0,3.0,17201.159311011095,1.2903225806451613,0,0,0,Kaggle (Valley),"['residential', 'house', 'sale', 'hattigauda', 'budhanilkantha']",residential house sale hattigauda budhanilkantha,5
Beautiful house on sale in Dholahiti Height,"Dhapakhel, Lalitpur",Lalitpur,House,27000000.0,1129.425,6.0,4.0,23905.969851915797,1.4634146341463417,0,0,0,Kaggle (Valley),"['beautiful', 'house', 'sale', 'dholahiti', 'height']",beautiful house sale dholahiti height,5
Semi furnished houses on sale in Dholahiti Height,"Dholahiti, Lalitpur",Lalitpur,House,33000000.0,1369.0,5.0,4.0,24105.18626734843,1.2195121951219514,0,0,0,Kaggle (Valley),"['semi', 'furnished', 'house', 'sale', 'dholahiti', 'height']",semi furnished house sale dholahiti height,6
"House on sale in Gwarko, Lalitpur","Gwarko, Lalitpur",Lalitpur,House,27000000.0,1060.975,5.0,4.0,25448.29048752327,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'gwarko', 'lalitpur']",house sale gwarko lalitpur,4
"House for sale at Amarawati Awas, Chandragiri","Matatirtha, Kathmandu",Kathmandu,House,20000000.0,1745.475,3.0,3.0,11458.199057563128,0.9677419354838708,0,0,0,Kaggle (Valley),"['house', 'sale', 'amarawati', 'awas', 'chandragiri']",house sale amarawati awas chandragiri,5
Residential Bungalow for sale in Imadol,"Imadol, Lalitpur",Lalitpur,House,36000000.0,2395.75,5.0,2.0,15026.609621204216,2.380952380952381,1,0,0,Kaggle (Valley),"['residential', 'bungalow', 'sale', 'imadol']",residential bungalow sale imadol,4
"House for sale in Sitapaila, Padma Colony","Sitapaila, Kathmandu",Kathmandu,House,27000000.0,1369.0,5.0,4.0,19722.425127830535,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'sitapaila', 'padma', 'colony']",house sale sitapaila padma colony,5
"Beautiful house on sale in Lalitpur, Bhaisepati","Bhaisepati, Lalitpur",Lalitpur,House,30000000.0,1026.75,5.0,4.0,29218.407596785975,1.2195121951219514,0,0,0,Kaggle (Valley),"['beautiful', 'house', 'sale', 'lalitpur', 'bhaisepati']",beautiful house sale lalitpur bhaisepati,5
"Attractive residential house on sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Lalitpur,House,51000000.0,1711.25,5.0,4.0,29802.775748721695,1.2195121951219514,0,0,0,Kaggle (Valley),"['attractive', 'residential', 'house', 'sale', 'bhaisepati', 'lalitpur']",attractive residential house sale bhaisepati lalitpur,6
New built house on sale in Kapan,"Kapan, Kathmandu",Kathmandu,House,29800000.0,1403.225,6.0,3.0,21236.79381424932,1.9354838709677415,0,0,0,Kaggle (Valley),"['new', 'built', 'house', 'sale', 'kapan']",new built house sale kapan,5
Residential Bungalow for sale in Mahalaxmisthan,"Mahalaxmisthan, Lalitpur",Lalitpur,House,130000000.0,444.925,7.0,4.0,292184.07596785977,1.707317073170732,1,0,0,Kaggle (Valley),"['residential', 'bungalow', 'sale', 'mahalaxmisthan']",residential bungalow sale mahalaxmisthan,4
"House on sale near Star Hotel, Budhanilkantha Height","Budhanilkantha, Kathmandu",Kathmandu,House,48000000.0,2840.675,5.0,3.0,16897.392345129236,1.6129032258064515,0,0,0,Kaggle (Valley),"['house', 'sale', 'near', 'star', 'hotel', 'budhanilkantha', 'height']",house sale near star hotel budhanilkantha height,7
"Bungalow on sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Lalitpur,House,210000000.0,6160.5,6.0,5.0,34088.1421962503,1.1764705882352942,1,0,0,Kaggle (Valley),"['bungalow', 'sale', 'bhaisepati', 'lalitpur']",bungalow sale bhaisepati lalitpur,4
Semi furnished house on sale in Imadol,"Imadol, Lalitpur",Lalitpur,House,23500000.0,1026.75,5.0,3.0,22887.752617482347,1.6129032258064515,0,0,0,Kaggle (Valley),"['semi', 'furnished', 'house', 'sale', 'imadol']",semi furnished house sale imadol,5
Flat system house for sale at Satdobato,"Satdobato, Lalitpur",Lalitpur,House,70000000.0,3422.5,13.0,9.0,20452.885317750184,1.4285714285714286,0,0,0,Kaggle (Valley),"['flat', 'system', 'house', 'sale', 'satdobato']",flat system house sale satdobato,5
"Residential house for sale at Syuchatar, Kathmandu","Syuchatar, Kathmandu",Kathmandu,House,25000000.0,1095.2,6.0,2.0,22826.880934989043,2.857142857142857,0,0,0,Kaggle (Valley),"['residential', 'house', 'sale', 'syuchatar', 'kathmandu']",residential house sale syuchatar kathmandu,5
Beautiful residential house on sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Kathmandu,House,115000000.0,6160.5,5.0,4.0,18667.315964613263,1.2195121951219514,0,0,0,Kaggle (Valley),"['beautiful', 'residential', 'house', 'sale', 'budhanilkantha']",beautiful residential house sale budhanilkantha,5
"Residential house on sale in Bafal, Kathmandu","Bafal, Kathmandu",Kathmandu,House,28500000.0,1369.0,5.0,4.0,20818.11541271001,1.2195121951219514,0,0,0,Kaggle (Valley),"['residential', 'house', 'sale', 'bafal', 'kathmandu']",residential house sale bafal kathmandu,5
"Newly built House for sale at Civil Homes, Sitapaila","Sitapaila, Kathmandu",Kathmandu,House,27500000.0,1403.225,4.0,3.0,19597.7124124784,1.2903225806451613,0,0,0,Kaggle (Valley),"['newly', 'built', 'house', 'sale', 'civil', 'home', 'sitapaila']",newly built house sale civil home sitapaila,7
"Beautiful Bungalow House for sale at Padma Colony, Sitapaila","Sitapaila, Kathmandu",Kathmandu,House,29500000.0,1437.45,4.0,3.0,20522.452954885382,1.2903225806451613,1,0,0,Kaggle (Valley),"['beautiful', 'bungalow', 'house', 'sale', 'padma', 'colony', 'sitapaila']",beautiful bungalow house sale padma colony sitapaila,7
House on sale at Purano Naikap,"Purano Naikap, Kathmandu",Kathmandu,House,48000000.0,2121.9500000000003,7.0,5.0,22620.702655576235,1.3725490196078431,0,0,0,Kaggle (Valley),"['house', 'sale', 'purano', 'naikap']",house sale purano naikap,4
Newly built house on urgent sale at Battisputali,"Battisputali, Kathmandu",Kathmandu,House,32000000.0,1197.875,7.0,4.0,26713.972659918607,1.707317073170732,0,0,0,Kaggle (Valley),"['newly', 'built', 'house', 'urgent', 'sale', 'battisputali']",newly built house urgent sale battisputali,6
Beautiful house for sale in Sitapaila,"Sitapaila, Kathmandu",Kathmandu,House,31500000.0,1711.25,5.0,5.0,18407.596785975165,0.9803921568627452,0,0,0,Kaggle (Valley),"['beautiful', 'house', 'sale', 'sitapaila']",beautiful house sale sitapaila,4
"House for sale at Buddha chowk, Thulobharyang","Thulobharyang, Kathmandu",Kathmandu,House,15000000.0,752.95,3.0,1.0,19921.64154326316,2.727272727272727,0,0,0,Kaggle (Valley),"['house', 'sale', 'buddha', 'chowk', 'thulobharyang']",house sale buddha chowk thulobharyang,5
"House for sale at Jorpati, Gokarneshwor","Jorpati, Kathmandu",Kathmandu,House,23000000.0,1095.2,5.0,3.0,21000.73046018992,1.6129032258064515,0,0,0,Kaggle (Valley),"['house', 'sale', 'jorpati', 'gokarneshwor']",house sale jorpati gokarneshwor,4
"House for sale at Nilbarahi, Madhyapur Thimi","Nil Barahi Mandir, Bhaktapur",Bhaktapur,House,20000000.0,1060.975,4.0,2.0,18850.585546313538,1.9047619047619049,0,0,0,Kaggle (Valley),"['house', 'sale', 'nilbarahi', 'madhyapur', 'thimi']",house sale nilbarahi madhyapur thimi,5
House for sale at Balaju Height,"Balaju, Kathmandu",Kathmandu,House,57500000.0,3114.475,6.0,3.0,18462.180624342785,1.9354838709677415,0,0,0,Kaggle (Valley),"['house', 'sale', 'balaju', 'height']",house sale balaju height,4
House for sale at Ramkot,"Sitapaila, Kathmandu",Kathmandu,House,12000000.0,787.175,3.0,4.0,15244.386572236162,0.7317073170731708,0,0,0,Kaggle (Valley),"['house', 'sale', 'ramkot']",house sale ramkot,3
"Residential house on sale in Naikap, Kalanki","Naikap, Kathmandu",Kathmandu,House,20000000.0,1060.975,4.0,2.0,18850.585546313538,1.9047619047619049,0,0,0,Kaggle (Valley),"['residential', 'house', 'sale', 'naikap', 'kalanki']",residential house sale naikap kalanki,5
"Attractive house for sale in Machhapokhari, Kathmandu","Machhapokhari, Kathmandu",Kathmandu,House,30000000.0,1369.0,4.0,4.0,21913.80569758948,0.9756097560975612,0,0,0,Kaggle (Valley),"['attractive', 'house', 'sale', 'machhapokhari', 'kathmandu']",attractive house sale machhapokhari kathmandu,5
"Beautiful house on sale in Gothatar, Kathmandu","Gothatar, Kathmandu",Kathmandu,House,26800000.0,1095.2,6.0,4.0,24470.416362308253,1.4634146341463417,0,0,0,Kaggle (Valley),"['beautiful', 'house', 'sale', 'gothatar', 'kathmandu']",beautiful house sale gothatar kathmandu,5
"Brand new duplex house is on sale at Dhapakhel, Height","Dhapakhel, Lalitpur",Lalitpur,House,30000000.0,1369.0,6.0,4.0,21913.80569758948,1.4634146341463417,0,0,0,Kaggle (Valley),"['brand', 'new', 'duplex', 'house', 'sale', 'dhapakhel', 'height']",brand new duplex house sale dhapakhel height,7
"House on sale at Simaltar, Budhanilkantha","Simaltar, Kathmandu",Kathmandu,House,95000000.0,4791.5,9.0,10.0,19826.77658353334,0.8910891089108911,0,0,0,Kaggle (Valley),"['house', 'sale', 'simaltar', 'budhanilkantha']",house sale simaltar budhanilkantha,4
Commercial house on sale at Pepsicola,"Pepsicola, Kathmandu",Kathmandu,House,50000000.0,1437.45,3.0,5.0,34783.81856760235,0.5882352941176471,0,0,0,Kaggle (Valley),"['commercial', 'house', 'sale', 'pepsicola']",commercial house sale pepsicola,4
Residential house on sale in Mandikatar Height,"Budhanilkantha, Kathmandu",Kathmandu,House,53500000.0,2738.0,13.0,5.0,19539.81008035062,2.5490196078431375,0,0,0,Kaggle (Valley),"['residential', 'house', 'sale', 'mandikatar', 'height']",residential house sale mandikatar height,5
Beautiful house for sale in Satdobato,"Satdobato, Lalitpur",Lalitpur,House,26000000.0,1026.75,4.0,3.0,25322.619917214513,1.2903225806451613,0,0,0,Kaggle (Valley),"['beautiful', 'house', 'sale', 'satdobato']",beautiful house sale satdobato,4
"Newly built house on sale in Bafal, Kathmandu","Bafal, Kathmandu",Kathmandu,House,24000000.0,1060.975,5.0,3.0,22620.70265557624,1.6129032258064515,0,0,0,Kaggle (Valley),"['newly', 'built', 'house', 'sale', 'bafal', 'kathmandu']",newly built house sale bafal kathmandu,6
"Semi furnished house on rent in Maharajgunj, Losal","Maharajgunj, Kathmandu",Kathmandu,House,30000000.0,1266.325,2.0,2.0,23690.60075415079,0.9523809523809524,0,0,0,Kaggle (Valley),"['semi', 'furnished', 'house', 'rent', 'maharajgunj', 'losal']",semi furnished house rent maharajgunj losal,6
House for sale in land price at Budhanilkantha,"Budhanilkantha, Kathmandu",Kathmandu,House,46500000.0,2395.75,9.0,6.0,19409.37076072211,1.475409836065574,0,0,0,Kaggle (Valley),"['house', 'sale', 'land', 'price', 'budhanilkantha']",house sale land price budhanilkantha,5
Beautiful residential house for sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Kathmandu,House,36000000.0,1369.0,4.0,5.0,26296.566837107377,0.7843137254901962,0,0,0,Kaggle (Valley),"['beautiful', 'residential', 'house', 'sale', 'budhanilkantha']",beautiful residential house sale budhanilkantha,5
Residential house for sale at Manamaiju,"Manamaiju, Kathmandu",Kathmandu,House,27500000.0,1369.0,6.0,4.0,20087.65522279036,1.4634146341463417,0,0,0,Kaggle (Valley),"['residential', 'house', 'sale', 'manamaiju']",residential house sale manamaiju,4
"Residential House for sale at Grande Housing, Dhapasi","Dhapasi, Kathmandu",Kathmandu,House,42500000.0,1711.25,6.0,5.0,24835.64645726808,1.1764705882352942,0,0,0,Kaggle (Valley),"['residential', 'house', 'sale', 'grande', 'housing', 'dhapasi']",residential house sale grande housing dhapasi,6
House for sale in Balkumari,"Balkumari, Lalitpur",Lalitpur,House,42500000.0,1437.45,16.0,4.0,29566.245782461996,3.902439024390244,0,0,0,Kaggle (Valley),"['house', 'sale', 'balkumari']",house sale balkumari,3
Commercial house for rent at Maharajgunj,"Maharajgunj, Kathmandu",Kathmandu,House,45000000.0,1369.0,5.0,4.0,32870.70854638422,1.2195121951219514,0,0,0,Kaggle (Valley),"['commercial', 'house', 'rent', 'maharajgunj']",commercial house rent maharajgunj,4
Residential House on sale in Kadaghari,"Kadaghari, Kathmandu",Kathmandu,House,27000000.0,1095.2,6.0,3.0,24653.031409788164,1.9354838709677415,0,0,0,Kaggle (Valley),"['residential', 'house', 'sale', 'kadaghari']",residential house sale kadaghari,4
"Newly built house for sale near Grande Housing, Dhapasi","Dhapasi, Kathmandu",Kathmandu,House,28500000.0,1095.2,4.0,4.0,26022.64426588751,0.9756097560975612,0,0,0,Kaggle (Valley),"['newly', 'built', 'house', 'sale', 'near', 'grande', 'housing', 'dhapasi']",newly built house sale near grande housing dhapasi,8
"House on sale near Harmony Housing, Tokha","Tokha, Kathmandu",Kathmandu,House,29000000.0,1437.45,4.0,4.0,20174.61476920936,0.9756097560975612,0,0,0,Kaggle (Valley),"['house', 'sale', 'near', 'harmony', 'housing', 'tokha']",house sale near harmony housing tokha,6
"Beautiful house for sale in Kantipur Colony, Nakhipot","Nakhipot, Lalitpur",Lalitpur,House,32000000.0,1437.45,5.0,4.0,22261.643883265504,1.2195121951219514,0,0,0,Kaggle (Valley),"['beautiful', 'house', 'sale', 'kantipur', 'colony', 'nakhipot']",beautiful house sale kantipur colony nakhipot,6
Colony House for sale at Goldhunga Heights,"Goldhunga, Kathmandu",Kathmandu,House,30000000.0,1437.45,4.0,4.0,20870.29114056141,0.9756097560975612,0,0,0,Kaggle (Valley),"['colony', 'house', 'sale', 'goldhunga', 'height']",colony house sale goldhunga height,5
"Newly built house is on sale Italitar, Budhanilkantha","Italitar, Kathmandu",Kathmandu,House,77500000.0,2772.225,5.0,5.0,27955.88381173967,0.9803921568627452,0,0,0,Kaggle (Valley),"['newly', 'built', 'house', 'sale', 'italitar', 'budhanilkantha']",newly built house sale italitar budhanilkantha,6
"Beautiful house for sale in Macchegaun, Chandragiri","Machhe Gaun, Kathmandu",Kathmandu,House,14000000.0,1026.75,8.0,4.0,13635.256878500122,1.951219512195122,0,0,0,Kaggle (Valley),"['beautiful', 'house', 'sale', 'macchegaun', 'chandragiri']",beautiful house sale macchegaun chandragiri,5
"Beautiful house on sale in Imadol, Lalitpur","Imadol, Lalitpur",Lalitpur,House,16500000.0,1026.75,2.0,1.0,16070.124178232289,1.818181818181818,0,0,0,Kaggle (Valley),"['beautiful', 'house', 'sale', 'imadol', 'lalitpur']",beautiful house sale imadol lalitpur,5
"Beautiful house on sale at Nakhipot, Lalitpur","Nakhipot, Lalitpur",Lalitpur,House,24000000.0,1026.75,4.0,4.0,23374.72607742878,0.9756097560975612,0,0,0,Kaggle (Valley),"['beautiful', 'house', 'sale', 'nakhipot', 'lalitpur']",beautiful house sale nakhipot lalitpur,5
"Residential house for sale in Chapali, Bhangal","Chapali, Kathmandu",Kathmandu,House,28000000.0,1129.425,5.0,3.0,24791.376142727495,1.6129032258064515,0,0,0,Kaggle (Valley),"['residential', 'house', 'sale', 'chapali', 'bhangal']",residential house sale chapali bhangal,5
"Semi furnished house on sale at Fulbari Colony, Budhanilkantha","Phulbari Colony, Kathmandu",Kathmandu,House,92000000.0,3422.5,6.0,5.0,26880.934989043097,1.1764705882352942,0,0,0,Kaggle (Valley),"['semi', 'furnished', 'house', 'sale', 'fulbari', 'colony', 'budhanilkantha']",semi furnished house sale fulbari colony budhanilkantha,7
"Beautiful house on sale at Jarankhu, Kathmandu","Jarankhu, Kathmandu",Kathmandu,House,35000000.0,1369.0,7.0,4.0,25566.106647187728,1.707317073170732,0,0,0,Kaggle (Valley),"['beautiful', 'house', 'sale', 'jarankhu', 'kathmandu']",beautiful house sale jarankhu kathmandu,5
"House for sale in land price at Koteshwor, Kathmandu","Koteshwor, Kathmandu",Kathmandu,House,27500000.0,1026.75,6.0,4.0,26783.54029705381,1.4634146341463417,0,0,0,Kaggle (Valley),"['house', 'sale', 'land', 'price', 'koteshwor', 'kathmandu']",house sale land price koteshwor kathmandu,6
"Bungalow house on sale at Hattigauda, Budhanilkantha","Hattigaunda, Kathmandu",Kathmandu,House,36500000.0,2087.725,7.0,7.0,17483.145529224395,0.9859154929577464,1,0,0,Kaggle (Valley),"['bungalow', 'house', 'sale', 'hattigauda', 'budhanilkantha']",bungalow house sale hattigauda budhanilkantha,5
"Semi furnished house on sale in Hattigauda, Budhanilkantha","Hattigaunda, Kathmandu",Kathmandu,House,45000000.0,1711.25,6.0,5.0,26296.566837107377,1.1764705882352942,0,0,0,Kaggle (Valley),"['semi', 'furnished', 'house', 'sale', 'hattigauda', 'budhanilkantha']",semi furnished house sale hattigauda budhanilkantha,6
"House for sale in Matatirtha, Chandragiri","Matatirtha, Kathmandu",Kathmandu,House,20000000.0,2738.0,8.0,4.0,7304.601899196494,1.951219512195122,0,0,0,Kaggle (Valley),"['house', 'sale', 'matatirtha', 'chandragiri']",house sale matatirtha chandragiri,4
"Attractive residential house on sale in Balkhu, Kathmandu","Balkhu, Kathmandu",Kathmandu,House,72000000.0,2738.0,7.0,5.0,26296.566837107377,1.3725490196078431,0,0,0,Kaggle (Valley),"['attractive', 'residential', 'house', 'sale', 'balkhu', 'kathmandu']",attractive residential house sale balkhu kathmandu,6
"Furnished House for rent near Basketball Court, Golfutar","Golfutar, Kathmandu",Kathmandu,House,25000000.0,1095.2,4.0,4.0,22826.880934989043,0.9756097560975612,0,0,0,Kaggle (Valley),"['furnished', 'house', 'rent', 'near', 'basketball', 'court', 'golfutar']",furnished house rent near basketball court golfutar,7
"House in Sale at Taukhel, Godawari ","Taukhel, Lalitpur",Lalitpur,House,30000000.0,1437.45,4.0,3.0,20870.29114056141,1.2903225806451613,0,0,0,Kaggle (Valley),"['house', 'sale', 'taukhel', 'godawari']",house sale taukhel godawari,4
Fully furnished house for rent at Chhauni,"Chhauni, Kathmandu",Kathmandu,House,26000000.0,1095.2,5.0,3.0,23739.956172388604,1.6129032258064515,0,0,0,Kaggle (Valley),"['fully', 'furnished', 'house', 'rent', 'chhauni']",fully furnished house rent chhauni,5
House on sale in land price at Mandikhatar,"Mandikhatar, Kathmandu",Kathmandu,House,18500000.0,924.075,6.0,5.0,20020.02002002002,1.1764705882352942,0,0,0,Kaggle (Valley),"['house', 'sale', 'land', 'price', 'mandikhatar']",house sale land price mandikhatar,5
"Bungalow For Sale At Deuba Chowk, Budhanilkantha","Deuwa chowk, Kathmandu",Kathmandu,House,45000000.0,1471.675,5.0,4.0,30577.40329896207,1.2195121951219514,1,0,0,Kaggle (Valley),"['bungalow', 'sale', 'deuba', 'chowk', 'budhanilkantha']",bungalow sale deuba chowk budhanilkantha,5
"Semi Bungalow House On Sale At Hattigaunda, Budhanilkatha","Hattigaunda, Kathmandu",Kathmandu,House,45000000.0,1711.25,6.0,4.0,26296.566837107377,1.4634146341463417,1,0,0,Kaggle (Valley),"['semi', 'bungalow', 'house', 'sale', 'hattigaunda', 'budhanilkatha']",semi bungalow house sale hattigaunda budhanilkatha,6
"House for sale at Nakkhu, Bhaisepati","Nakkhu, Lalitpur",Lalitpur,House,39500000.0,1711.25,4.0,4.0,23082.54200146092,0.9756097560975612,0,0,0,Kaggle (Valley),"['house', 'sale', 'nakkhu', 'bhaisepati']",house sale nakkhu bhaisepati,4
"House On Sale In Shanta Colony, Hepali Height","Hepali Height, Kathmandu",Kathmandu,House,45000000.0,1437.45,3.0,3.0,31305.43671084211,0.9677419354838708,0,0,0,Kaggle (Valley),"['house', 'sale', 'shanta', 'colony', 'hepali', 'height']",house sale shanta colony hepali height,6
Residential house on sale at Bhadrabas,"Bhadrabas, Kathmandu",Kathmandu,House,12500000.0,1026.75,2.0,1.0,12174.336498660825,1.818181818181818,0,0,0,Kaggle (Valley),"['residential', 'house', 'sale', 'bhadrabas']",residential house sale bhadrabas,4
Bungalow For Sale At Dhapasi Tokha,"Dhapasi, Kathmandu",Kathmandu,House,41000000.0,1369.0,5.0,4.0,29948.867786705625,1.2195121951219514,1,0,0,Kaggle (Valley),"['bungalow', 'sale', 'dhapasi', 'tokha']",bungalow sale dhapasi tokha,4
"House On Sale At Manjushree marga, Bhaisepati","Bhaisepati, Lalitpur",Lalitpur,House,38000000.0,1129.425,4.0,4.0,33645.439050844456,0.9756097560975612,0,0,0,Kaggle (Valley),"['house', 'sale', 'manjushree', 'marga', 'bhaisepati']",house sale manjushree marga bhaisepati,5
Semi Bungalow House On Sale At Dhapasi,"Dhapasi, Kathmandu",Kathmandu,House,37500000.0,1369.0,6.0,4.0,27392.25712198685,1.4634146341463417,1,0,0,Kaggle (Valley),"['semi', 'bungalow', 'house', 'sale', 'dhapasi']",semi bungalow house sale dhapasi,5
"Bungalow On Sale At Hattigaunda, Budhanilkantha","Hattigaunda, Kathmandu",Kathmandu,House,65000000.0,2121.9500000000003,6.0,7.0,30632.20151275949,0.8450704225352114,1,0,0,Kaggle (Valley),"['bungalow', 'sale', 'hattigaunda', 'budhanilkantha']",bungalow sale hattigaunda budhanilkantha,4
"Beautiful bungalow for sale in Hattiban, Lalitpur","Hattiban, Lalitpur",Lalitpur,House,90000000.0,2738.0,4.0,5.0,32870.70854638422,0.7843137254901962,1,0,0,Kaggle (Valley),"['beautiful', 'bungalow', 'sale', 'hattiban', 'lalitpur']",beautiful bungalow sale hattiban lalitpur,5
Colony House for sale at Balkhu,"Balkhu, Lalitpur",Lalitpur,House,24900000.000000004,787.175,3.0,3.0,31632.10213739004,0.9677419354838708,0,0,0,Kaggle (Valley),"['colony', 'house', 'sale', 'balkhu']",colony house sale balkhu,4
"Residential house for sale in Changunarayan, Bhaktapur","Bhaktapur, Bhaktapur",Bhaktapur,House,14000000.0,1095.2,3.0,2.0,12783.053323593864,1.4285714285714286,0,0,0,Kaggle (Valley),"['residential', 'house', 'sale', 'changunarayan', 'bhaktapur']",residential house sale changunarayan bhaktapur,5
"Residential House on sale in Rudreshwor, Budhanilkantha","Rudreshwor, Kathmandu",Kathmandu,House,59500000.0,2053.5,5.0,5.0,28974.92086681276,0.9803921568627452,0,0,0,Kaggle (Valley),"['residential', 'house', 'sale', 'rudreshwor', 'budhanilkantha']",residential house sale rudreshwor budhanilkantha,5
House for sale at Jarankhu,"Jarankhu, Kathmandu",Kathmandu,House,35000000.0,1369.0,8.0,4.0,25566.106647187728,1.951219512195122,0,0,0,Kaggle (Valley),"['house', 'sale', 'jarankhu']",house sale jarankhu,3
"House for sale at Kapan, Paiyutar","Paiyuntar, Kathmandu",Kathmandu,House,30000000.0,1471.675,5.0,4.0,20384.93553264138,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'kapan', 'paiyutar']",house sale kapan paiyutar,4
"Residential house for sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Kathmandu,House,50000000.0,1745.475,4.0,5.0,28645.49764390782,0.7843137254901962,0,0,0,Kaggle (Valley),"['residential', 'house', 'sale', 'budhanilkantha', 'kathmandu']",residential house sale budhanilkantha kathmandu,5
"Under construction house on sale at Ganesh Chowk, Budhanilkantha","Ganesh Chowk, Kathmandu",Kathmandu,House,45000000.0,1779.7,5.0,4.0,25285.160420295553,1.2195121951219514,0,0,0,Kaggle (Valley),"['construction', 'house', 'sale', 'ganesh', 'chowk', 'budhanilkantha']",construction house sale ganesh chowk budhanilkantha,6
"Beautiful house on sale at Kalimati, Kathmandu","Kalimati, Kathmandu",Kathmandu,House,82000000.0,3422.5,6.0,4.0,23959.0942293645,1.4634146341463417,0,0,0,Kaggle (Valley),"['beautiful', 'house', 'sale', 'kalimati', 'kathmandu']",beautiful house sale kalimati kathmandu,5
House for sale at Kalikasthan,"Kalikasthan, Kathmandu",Kathmandu,House,25000000.0,444.925,4.0,4.0,56189.24537843456,0.9756097560975612,0,0,0,Kaggle (Valley),"['house', 'sale', 'kalikasthan']",house sale kalikasthan,3
"Newly built house on sale near Karuna Hospital, Budhanilkantha","Budhanilkantha, Kathmandu",Kathmandu,House,29800000.0,1403.225,5.0,4.0,21236.79381424932,1.2195121951219514,0,0,0,Kaggle (Valley),"['newly', 'built', 'house', 'sale', 'near', 'karuna', 'hospital', 'budhanilkantha']",newly built house sale near karuna hospital budhanilkantha,8
"Beautiful house for sale in Gurjudhara, Kalanki","Gurjudhara, Kathmandu",Kathmandu,House,19000000.0,1026.75,8.0,4.0,18504.99147796445,1.951219512195122,0,0,0,Kaggle (Valley),"['beautiful', 'house', 'sale', 'gurjudhara', 'kalanki']",beautiful house sale gurjudhara kalanki,5
Flat system residential house on sale at Thulobharyang,"Thulobharyang, Kathmandu",Kathmandu,House,29000000.0,1369.0,6.0,3.0,21183.345507669834,1.9354838709677415,0,0,0,Kaggle (Valley),"['flat', 'system', 'residential', 'house', 'sale', 'thulobharyang']",flat system residential house sale thulobharyang,6
"Beautiful house for sale in Bansbari, Kathmandu","Bansbari, Kathmandu",Kathmandu,House,96000000.0,5476.0,7.0,6.0,17531.044558071586,1.1475409836065575,0,0,0,Kaggle (Valley),"['beautiful', 'house', 'sale', 'bansbari', 'kathmandu']",beautiful house sale bansbari kathmandu,5
"Semi bungalow house for sale at Dhapasi Height, Kathmandu","Dhapasi, Kathmandu",Kathmandu,House,23000000.0,1369.0,4.0,3.0,16800.584368151936,1.2903225806451613,1,0,0,Kaggle (Valley),"['semi', 'bungalow', 'house', 'sale', 'dhapasi', 'height', 'kathmandu']",semi bungalow house sale dhapasi height kathmandu,7
Residential house for sale at Bhadrabas,"Bhadrabas, Kathmandu",Kathmandu,House,12500000.0,1369.0,2.0,2.0,9130.752373995618,0.9523809523809524,0,0,0,Kaggle (Valley),"['residential', 'house', 'sale', 'bhadrabas']",residential house sale bhadrabas,4
"Residential house for sale at Bagdol, Lalitpur","Bagdol, Lalitpur",Lalitpur,House,55000000.0,2053.5,7.0,4.0,26783.54029705381,1.707317073170732,0,0,0,Kaggle (Valley),"['residential', 'house', 'sale', 'bagdol', 'lalitpur']",residential house sale bagdol lalitpur,5
Beautiful Bungalow for sale at Dhapasi Height,"Dhapasi, Kathmandu",Kathmandu,House,125000000.0,1026.75,5.0,5.0,121743.36498660824,0.9803921568627452,1,0,0,Kaggle (Valley),"['beautiful', 'bungalow', 'sale', 'dhapasi', 'height']",beautiful bungalow sale dhapasi height,5
"Bungalow house for sale at Ganesh Chowk, Budhanilkantha","Ganesh Chowk, Kathmandu",Kathmandu,House,67500000.0,2087.725,6.0,5.0,32331.844471853336,1.1764705882352942,1,0,0,Kaggle (Valley),"['bungalow', 'house', 'sale', 'ganesh', 'chowk', 'budhanilkantha']",bungalow house sale ganesh chowk budhanilkantha,6
"Fully furnished bungalow for sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Lalitpur,House,150000000.0,2738.0,5.0,6.0,54784.5142439737,0.819672131147541,1,0,0,Kaggle (Valley),"['fully', 'furnished', 'bungalow', 'sale', 'bhaisepati', 'lalitpur']",fully furnished bungalow sale bhaisepati lalitpur,6
"Beautiful house for sale at Kapan, Kathmandu ","Kapan, Kathmandu",Kathmandu,House,36000000.0,1711.25,6.0,5.0,21037.253469685904,1.1764705882352942,0,0,0,Kaggle (Valley),"['beautiful', 'house', 'sale', 'kapan', 'kathmandu']",beautiful house sale kapan kathmandu,5
